han_ji,chu_im,freq,siann,un, tiau ,old_chu_im,sni_siann,sni_un
劫,kiap4,,k,iap,4,kiap4,求,兼
刧,kiap4,,k,iap,4,kiap4,求,兼
夾,kiap4,,k,iap,4,kiap4,求,兼
頰,kiap4,,k,iap,4,kiap4,求,兼
筴,kiap4,,k,iap,4,kiap4,求,兼
莢,kiap4,,k,iap,4,kiap4,求,兼
郟,kiap4,,k,iap,4,kiap4,求,兼
鋏,kiap4,,k,iap,4,kiap4,求,兼
蛺,kiap4,,k,iap,4,kiap4,求,兼
篋,kiap4,,k,iap,4,kiap4,求,兼
愜,kiap4,,k,iap,4,kiap4,求,兼
峽,kiap4,,k,iap,4,kiap4,求,兼
梜,kiap4,,k,iap,4,kiap4,求,兼
袷,kiap4,,k,iap,4,kiap4,求,兼
胛,kiap4,,k,iap,4,kiap4,求,兼
怯,khiap4,,kh,iap,4,khiap4,去,兼
㹤,khiap4,,kh,iap,4,khiap4,去,兼
輒,tiap4,,t,iap,4,tiap4,地,兼
輙,tiap4,,t,iap,4,tiap4,地,兼
尐,tiap4,,t,iap,4,tiap4,地,兼
帖,thiap4,,th,iap,4,thiap4,他,兼
貼,thiap4,,th,iap,4,thiap4,他,兼
接,chiap4,,ch,iap,4,tsiap4,曾,兼
汁,chiap4,,ch,iap,4,tsiap4,曾,兼
睫,chiap4,,ch,iap,4,tsiap4,曾,兼
𥇒,chiap4,,ch,iap,4,tsiap4,曾,兼
澀,siap4,,s,iap,4,siap4,時,兼
澁,siap4,,s,iap,4,siap4,時,兼
𢡉,siap4,,s,iap,4,siap4,時,兼
霎,siap4,,s,iap,4,siap4,時,兼
攝,siap4,,s,iap,4,siap4,時,兼
唊,siap4,,s,iap,4,siap4,時,兼
曄,qiap4,,q,iap,4,iap4,英,兼
燁,qiap4,,q,iap,4,iap4,英,兼
饁,qiap4,,q,iap,4,iap4,英,兼
妾,chhiap4,,chh,iap,4,tshiap4,出,兼
竊,chhiap4,,chh,iap,4,tshiap4,出,兼
窃,chhiap4,,chh,iap,4,tshiap4,出,兼
㑙,chhiap4,,chh,iap,4,tshiap4,出,兼
𠉪,chhiap4,,chh,iap,4,tshiap4,出,兼
偞,chhiap4,,chh,iap,4,tshiap4,出,兼
熁,chhiap4,,chh,iap,4,tshiap4,出,兼
廉,liam5,,l,iam,5,liam5,柳,兼
簾,liam5,,l,iam,5,liam5,柳,兼
濂,liam5,,l,iam,5,liam5,柳,兼
臁,liam5,,l,iam,5,liam5,柳,兼
鐮,liam5,,l,iam,5,liam5,柳,兼
𢅏,liam5,,l,iam,5,liam5,柳,兼
帘,liam5,,l,iam,5,liam5,柳,兼
奩,liam5,,l,iam,5,liam5,柳,兼
拈,liam5,,l,iam,5,liam5,柳,兼
黏,liam5,,l,iam,5,liam5,柳,兼
粘,liam5,,l,iam,5,liam5,柳,兼
簷,liam5,,l,iam,5,liam5,柳,兼
蘞,liam5,,l,iam,5,liam5,柳,兼
𨱫,kiam5,,k,iam,5,kiam5,求,兼
仱,khiam5,,kh,iam,5,khiam5,去,兼
拑,khiam5,,kh,iam,5,khiam5,去,兼
箝,khiam5,,kh,iam,5,khiam5,去,兼
鉗,khiam5,,kh,iam,5,khiam5,去,兼
鉆,khiam5,,kh,iam,5,khiam5,去,兼
鈐,khiam5,,kh,iam,5,khiam5,去,兼
黔,khiam5,,kh,iam,5,khiam5,去,兼
黚,khiam5,,kh,iam,5,khiam5,去,兼
恬,tiam5,,t,iam,5,tiam5,地,兼
甜,tiam5,,t,iam,5,tiam5,地,兼
甛,tiam5,,t,iam,5,tiam5,地,兼
沉,tiam5,,t,iam,5,tiam5,地,兼
潛,chiam5,,ch,iam,5,tsiam5,曾,兼
潜,chiam5,,ch,iam,5,tsiam5,曾,兼
燖,chiam5,,ch,iam,5,tsiam5,曾,兼
蟾,siam5,,s,iam,5,siam5,時,兼
炎,qiam5,,q,iam,5,iam5,英,兼
鹽,qiam5,,q,iam,5,iam5,英,兼
塩,qiam5,,q,iam,5,iam5,英,兼
閻,qiam5,,q,iam,5,iam5,英,兼
閆,qiam5,,q,iam,5,iam5,英,兼
檐,qiam5,,q,iam,5,iam5,英,兼
𣡶,qiam5,,q,iam,5,iam5,英,兼
𤉌,biam5,,b,iam,5,biam5,門,兼
嚴,giam5,,g,iam,5,giam5,語,兼
釅,giam5,,g,iam,5,giam5,語,兼
巖,giam5,,g,iam,5,giam5,語,兼
岩,giam5,,g,iam,5,giam5,語,兼
棎,chhiam5,,chh,iam,5,tshiam5,出,兼
㔆,chhiam5,,chh,iam,5,tshiam5,出,兼
嫌,hiam5,,h,iam,5,hiam5,喜,兼
念,liam7,,l,iam,7,liam7,柳,兼
𢗁,liam7,,l,iam,7,liam7,柳,兼
唸,liam7,,l,iam,7,liam7,柳,兼
殮,liam7,,l,iam,7,liam7,柳,兼
鐱,kiam7,,k,iam,7,kiam7,求,兼
儉,khiam7,,kh,iam,7,khiam7,去,兼
簟,tiam7,,t,iam,7,tiam7,地,兼
𣒂,tiam7,,t,iam,7,tiam7,地,兼
𨼮,thiam7,,th,iam,7,thiam7,他,兼
暫,chiam7,,ch,iam,7,tsiam7,曾,兼
漸,chiam7,,ch,iam,7,tsiam7,曾,兼
賺,chiam7,,ch,iam,7,tsiam7,曾,兼
𡜉,jiam7,,j,iam,7,jiam7,入,兼
贍,siam7,,s,iam,7,siam7,時,兼
暹,siam7,,s,iam,7,siam7,時,兼
豔,qiam7,,q,iam,7,iam7,英,兼
艷,qiam7,,q,iam,7,iam7,英,兼
灧,qiam7,,q,iam,7,iam7,英,兼
焰,qiam7,,q,iam,7,iam7,英,兼
燄,qiam7,,q,iam,7,iam7,英,兼
焱,qiam7,,q,iam,7,iam7,英,兼
姭,hiam7,,h,iam,7,hiam7,喜,兼
粒,liap8,,l,iap,8,liap8,柳,兼
㘝,liap8,,l,iap,8,liap8,柳,兼
疊,tiap8,,t,iap,8,tiap8,地,兼
叠,tiap8,,t,iap,8,tiap8,地,兼
㲲,tiap8,,t,iap,8,tiap8,地,兼
㥈,tiap8,,t,iap,8,tiap8,地,兼
牒,tiap8,,t,iap,8,tiap8,地,兼
蝶,tiap8,,t,iap,8,tiap8,地,兼
諜,tiap8,,t,iap,8,tiap8,地,兼
渫,tiap8,,t,iap,8,tiap8,地,兼
堞,tiap8,,t,iap,8,tiap8,地,兼
蹀,tiap8,,t,iap,8,tiap8,地,兼
韘,tiap8,,t,iap,8,tiap8,地,兼
喋,tiap8,,t,iap,8,tiap8,地,兼
倢,chiap8,,ch,iap,8,tsiap8,曾,兼
顳,jiap8,,j,iap,8,jiap8,入,兼
涉,siap8,,s,iap,8,siap8,時,兼
揲,siap8,,s,iap,8,siap8,時,兼
葉,qiap8,,q,iap,8,iap8,英,兼
偞,qiap8,,q,iap,8,iap8,英,兼
楪,qiap8,,q,iap,8,iap8,英,兼
頁,qiap8,,q,iap,8,iap8,英,兼
業,giap8,,g,iap,8,giap8,語,兼
𠄅,giap8,,g,iap,8,giap8,語,兼
鄴,giap8,,g,iap,8,giap8,語,兼
䌜,giap8,,g,iap,8,giap8,語,兼
俠,hiap8,,h,iap,8,hiap8,喜,兼
挾,hiap8,,h,iap,8,hiap8,喜,兼
狹,hiap8,,h,iap,8,hiap8,喜,兼
洽,hiap8,,h,iap,8,hiap8,喜,兼
劦,hiap8,,h,iap,8,hiap8,喜,兼
協,hiap8,,h,iap,8,hiap8,喜,兼
恊,hiap8,,h,iap,8,hiap8,喜,兼
叶,hiap8,,h,iap,8,hiap8,喜,兼
勰,hiap8,,h,iap,8,hiap8,喜,兼
愶,hiap8,,h,iap,8,hiap8,喜,兼
脅,hiap8,,h,iap,8,hiap8,喜,兼
胁,hiap8,,h,iap,8,hiap8,喜,兼
佬,lau1,,l,au,1,lau1,柳,交
包,pau1,,p,au,1,pau1,邊,交
笣,pau1,,p,au,1,pau1,邊,交
胞,pau1,,p,au,1,pau1,邊,交
勹,pau1,,p,au,1,pau1,邊,交
郊,kau1,,k,au,1,kau1,求,交
咬,kau1,,k,au,1,kau1,求,交
交,kau1,,k,au,1,kau1,求,交
蛟,kau1,,k,au,1,kau1,求,交
鮫,kau1,,k,au,1,kau1,求,交
膠,kau1,,k,au,1,kau1,求,交
鵁,kau1,,k,au,1,kau1,求,交
嘐,kau1,,k,au,1,kau1,求,交
𥹜,kau1,,k,au,1,kau1,求,交
茭,kau1,,k,au,1,kau1,求,交
敲,khau1,,kh,au,1,khau1,去,交
鬮,khau1,,kh,au,1,khau1,去,交
墝,khau1,,kh,au,1,khau1,去,交
磽,khau1,,kh,au,1,khau1,去,交
尻,khau1,,kh,au,1,khau1,去,交
兜,tau1,,t,au,1,tau1,地,交
兠,tau1,,t,au,1,tau1,地,交
拋,phau1,,ph,au,1,phau1,頗,交
抛,phau1,,ph,au,1,phau1,頗,交
泡,phau1,,ph,au,1,phau1,頗,交
胞,phau1,,ph,au,1,phau1,頗,交
櫇,phau1,,ph,au,1,phau1,頗,交
𣠜,chau1,,ch,au,1,tsau1,曾,交
捎,sau1,,s,au,1,sau1,時,交
梢,sau1,,s,au,1,sau1,時,交
弰,sau1,,s,au,1,sau1,時,交
鞘,sau1,,s,au,1,sau1,時,交
蛸,sau1,,s,au,1,sau1,時,交
誚,sau1,,s,au,1,sau1,時,交
嘲,sau1,,s,au,1,sau1,時,交
坳,qau1,,q,au,1,au1,英,交
凹,qau1,,q,au,1,au1,英,交
䁱,qau1,,q,au,1,au1,英,交
瞘,qau1,,q,au,1,au1,英,交
鈔,chhau1,,chh,au,1,tshau1,出,交
抄,chhau1,,chh,au,1,tshau1,出,交
樔,chhau1,,chh,au,1,tshau1,出,交
繅,chhau1,,chh,au,1,tshau1,出,交
繰,chhau1,,chh,au,1,tshau1,出,交
䜈,chhau1,,chh,au,1,tshau1,出,交
勦,chhau1,,chh,au,1,tshau1,出,交
侾,hau1,,h,au,1,hau1,喜,交
哮,hau1,,h,au,1,hau1,喜,交
痚,hau1,,h,au,1,hau1,喜,交
窙,hau1,,h,au,1,hau1,喜,交
虓,hau1,,h,au,1,hau1,喜,交
烋,hau1,,h,au,1,hau1,喜,交
嘐,hau1,,h,au,1,hau1,喜,交
荖,lau2,,l,au,2,lau2,柳,交
咾,lau2,,l,au,2,lau2,柳,交
撓,lau2,,l,au,2,lau2,柳,交
飽,pau2,,p,au,2,pau2,邊,交
狡,kau2,,k,au,2,kau2,求,交
佼,kau2,,k,au,2,kau2,求,交
姣,kau2,,k,au,2,kau2,求,交
絞,kau2,,k,au,2,kau2,求,交
𤶀,kau2,,k,au,2,kau2,求,交
巧,khau2,,kh,au,2,khau2,去,交
𦐸,phau2,,ph,au,2,phau2,頗,交
𢾐,sau2,,s,au,2,sau2,時,交
拗,qau2,,q,au,2,au2,英,交
敺,qau2,,q,au,2,au2,英,交
媪,qau2,,q,au,2,au2,英,交
媼,qau2,,q,au,2,au2,英,交
卯,bau2,,b,au,2,bau2,門,交
昴,bau2,,b,au,2,bau2,門,交
夘,bau2,,b,au,2,bau2,門,交
茆,bau2,,b,au,2,bau2,門,交
炒,chhau2,,chh,au,2,tshau2,出,交
謅,chhau2,,chh,au,2,tshau2,出,交
𩈎,chhau2,,chh,au,2,tshau2,出,交
教,kau3,,k,au,3,kau3,求,交
敎,kau3,,k,au,3,kau3,求,交
較,kau3,,k,au,3,kau3,求,交
珓,kau3,,k,au,3,kau3,求,交
筊,kau3,,k,au,3,kau3,求,交
校,kau3,,k,au,3,kau3,求,交
窖,kau3,,k,au,3,kau3,求,交
窌,kau3,,k,au,3,kau3,求,交
礉,khau3,,kh,au,3,khau3,去,交
砲,phau3,,ph,au,3,phau3,頗,交
礮,phau3,,ph,au,3,phau3,頗,交
炮,phau3,,ph,au,3,phau3,頗,交
皰,phau3,,ph,au,3,phau3,頗,交
疱,phau3,,ph,au,3,phau3,頗,交
哨,sau3,,s,au,3,sau3,時,交
拗,qau3,,q,au,3,au3,英,交
㑃,qau3,,q,au,3,au3,英,交
𥑑,qau3,,q,au,3,au3,英,交
怮,qau3,,q,au,3,au3,英,交
笊,chhau3,,chh,au,3,tshau3,出,交
孝,hau3,,h,au,3,hau3,喜,交
苞,pau5,,p,au,5,pau5,邊,交
炰,pau5,,p,au,5,pau5,邊,交
炮,pau5,,p,au,5,pau5,邊,交
咆,pau5,,p,au,5,pau5,邊,交
袍,pau5,,p,au,5,pau5,邊,交
跑,pau5,,p,au,5,pau5,邊,交
匏,pau5,,p,au,5,pau5,邊,交
刨,pau5,,p,au,5,pau5,邊,交
庖,pau5,,p,au,5,pau5,邊,交
巢,chau5,,ch,au,5,tsau5,曾,交
漅,chau5,,ch,au,5,tsau5,曾,交
剿,chau5,,ch,au,5,tsau5,曾,交
窲,chau5,,ch,au,5,tsau5,曾,交
嶤,gau5,,g,au,5,gau5,語,交
𤕢,hau5,,h,au,5,hau5,喜,交
鬧,lau7,,l,au,7,lau7,柳,交
𠆴,lau7,,l,au,7,lau7,柳,交
𢼌,pau7,,p,au,7,pau7,邊,交
鉋,pau7,,p,au,7,pau7,邊,交
抱,phau7,,ph,au,7,phau7,頗,交
找,chau7,,ch,au,7,tsau7,曾,交
櫂,chau7,,ch,au,7,tsau7,曾,交
棹,chau7,,ch,au,7,tsau7,曾,交
淖,chau7,,ch,au,7,tsau7,曾,交
巢,chau7,,ch,au,7,tsau7,曾,交
𠻥,chau7,,ch,au,7,tsau7,曾,交
傚,hau7,,h,au,7,hau7,喜,交
俲,hau7,,h,au,7,hau7,喜,交
恔,hau7,,h,au,7,hau7,喜,交
校,hau7,,h,au,7,hau7,喜,交
効,hau7,,h,au,7,hau7,喜,交
效,hau7,,h,au,7,hau7,喜,交
斅,hau7,,h,au,7,hau7,喜,交
鱟,hau7,,h,au,7,hau7,喜,交
𦡃,lia1,,l,ia,1,lia1,柳,迦
迦,kia1,,k,ia,1,kia1,求,迦
跏,kia1,,k,ia,1,kia1,求,迦
袈,kia1,,k,ia,1,kia1,求,迦
爹,tia1,,t,ia,1,tia1,地,迦
遮,chia1,,ch,ia,1,tsia1,曾,迦
𠌮,chia1,,ch,ia,1,tsia1,曾,迦
嗟,chia1,,ch,ia,1,tsia1,曾,迦
罝,chia1,,ch,ia,1,tsia1,曾,迦
𦊕,chia1,,ch,ia,1,tsia1,曾,迦
賒,sia1,,s,ia,1,sia1,時,迦
𧶟,sia1,,s,ia,1,sia1,時,迦
車,chhia1,,chh,ia,1,tshia1,出,迦
硨,chhia1,,chh,ia,1,tshia1,出,迦
奢,chhia1,,chh,ia,1,tshia1,出,迦
鞾,hia1,,h,ia,1,hia1,喜,迦
靴,hia1,,h,ia,1,hia1,喜,迦
𣟵,hia1,,h,ia,1,hia1,喜,迦
𠈊,lia2,,l,ia,2,lia2,柳,迦
𬽓,tia2,,t,ia,2,tia2,地,迦
𬺼,tia2,,t,ia,2,tia2,地,迦
者,chia2,,ch,ia,2,tsia2,曾,迦
媎,chia2,,ch,ia,2,tsia2,曾,迦
姐,chia2,,ch,ia,2,tsia2,曾,迦
赭,chia2,,ch,ia,2,tsia2,曾,迦
喏,jia2,,j,ia,2,jia2,入,迦
𠰒,jia2,,j,ia,2,jia2,入,迦
㘃,jia2,,j,ia,2,jia2,入,迦
惹,jia2,,j,ia,2,jia2,入,迦
𧧏,jia2,,j,ia,2,jia2,入,迦
舍,sia2,,s,ia,2,sia2,時,迦
捨,sia2,,s,ia,2,sia2,時,迦
寫,sia2,,s,ia,2,sia2,時,迦
也,qia2,,q,ia,2,ia2,英,迦
冶,qia2,,q,ia,2,ia2,英,迦
野,qia2,,q,ia,2,ia2,英,迦
埜,qia2,,q,ia,2,ia2,英,迦
乜,bia2,,b,ia,2,bia2,門,迦
𦰳,bia2,,b,ia,2,bia2,門,迦
偖,chhia2,,chh,ia,2,tshia2,出,迦
烢,chhia2,,chh,ia,2,tshia2,出,迦
哆,chhia2,,chh,ia,2,tshia2,出,迦
灺,chhia2,,chh,ia,2,tshia2,出,迦
𠅗,tia3,,t,ia,3,tia3,地,迦
借,chia3,,ch,ia,3,tsia3,曾,迦
柘,chia3,,ch,ia,3,tsia3,曾,迦
樜,chia3,,ch,ia,3,tsia3,曾,迦
蔗,chia3,,ch,ia,3,tsia3,曾,迦
鷓,chia3,,ch,ia,3,tsia3,曾,迦
漈,chia3,,ch,ia,3,tsia3,曾,迦
炙,chia3,,ch,ia,3,tsia3,曾,迦
舍,sia3,,s,ia,3,sia3,時,迦
舎,sia3,,s,ia,3,sia3,時,迦
赦,sia3,,s,ia,3,sia3,時,迦
卸,sia3,,s,ia,3,sia3,時,迦
𡃂,sia3,,s,ia,3,sia3,時,迦
瀉,sia3,,s,ia,3,sia3,時,迦
伿,qia3,,q,ia,3,ia3,英,迦
㾝,chhia3,,chh,ia,3,tshia3,出,迦
赾,chhia3,,chh,ia,3,tshia3,出,迦
伽,kia5,,k,ia,5,kia5,求,迦
佘,sia5,,s,ia,5,sia5,時,迦
畲,sia5,,s,ia,5,sia5,時,迦
斜,sia5,,s,ia,5,sia5,時,迦
邪,sia5,,s,ia,5,sia5,時,迦
衺,sia5,,s,ia,5,sia5,時,迦
蛇,sia5,,s,ia,5,sia5,時,迦
爺,qia5,,q,ia,5,ia5,英,迦
琊,qia5,,q,ia,5,ia5,英,迦
耶,qia5,,q,ia,5,ia5,英,迦
邪,qia5,,q,ia,5,ia5,英,迦
釾,qia5,,q,ia,5,ia5,英,迦
㭨,qia5,,q,ia,5,ia5,英,迦
椰,qia5,,q,ia,5,ia5,英,迦
乜,bia5,,b,ia,5,bia5,門,迦
呀,gia5,,g,ia,5,gia5,語,迦
哋,tia7,,t,ia,7,tia7,地,迦
藉,chia7,,ch,ia,7,tsia7,曾,迦
偌,jia7,,j,ia,7,jia7,入,迦
𧧏,jia7,,j,ia,7,jia7,入,迦
社,sia7,,s,ia,7,sia7,時,迦
射,sia7,,s,ia,7,sia7,時,迦
榭,sia7,,s,ia,7,sia7,時,迦
謝,sia7,,s,ia,7,sia7,時,迦
麝,sia7,,s,ia,7,sia7,時,迦
𥙭,sia7,,s,ia,7,sia7,時,迦
夜,qia7,,q,ia,7,ia7,英,迦
敥,qia7,,q,ia,7,ia7,英,迦
也,qia7,,q,ia,7,ia7,英,迦
杯,poe1,,p,oe,1,pue1,邊,檜
柸,poe1,,p,oe,1,pue1,邊,檜
桮,poe1,,p,oe,1,pue1,邊,檜
盃,poe1,,p,oe,1,pue1,邊,檜
傀,koe1,,k,oe,1,kue1,求,檜
𠐦,koe1,,k,oe,1,kue1,求,檜
盔,khoe1,,kh,oe,1,khue1,去,檜
魁,khoe1,,kh,oe,1,khue1,去,檜
詼,khoe1,,kh,oe,1,khue1,去,檜
恢,khoe1,,kh,oe,1,khue1,去,檜
悝,khoe1,,kh,oe,1,khue1,去,檜
坏,phoe1,,ph,oe,1,phue1,頗,檜
坯,phoe1,,ph,oe,1,phue1,頗,檜
砙,phoe1,,ph,oe,1,phue1,頗,檜
焞,thoe1,,th,oe,1,thue1,他,檜
㷟,thoe1,,th,oe,1,thue1,他,檜
衰,soe1,,s,oe,1,sue1,時,檜
榱,soe1,,s,oe,1,sue1,時,檜
縗,soe1,,s,oe,1,sue1,時,檜
隈,qoe1,,q,oe,1,ue1,英,檜
倭,qoe1,,q,oe,1,ue1,英,檜
偎,qoe1,,q,oe,1,ue1,英,檜
喂,qoe1,,q,oe,1,ue1,英,檜
猥,qoe1,,q,oe,1,ue1,英,檜
煨,qoe1,,q,oe,1,ue1,英,檜
碨,qoe1,,q,oe,1,ue1,英,檜
葨,qoe1,,q,oe,1,ue1,英,檜
𣨙,qoe1,,q,oe,1,ue1,英,檜
痿,qoe1,,q,oe,1,ue1,英,檜
𩰻,qoe1,,q,oe,1,ue1,英,檜
剮,qoe1,,q,oe,1,ue1,英,檜
鍡,qoe1,,q,oe,1,ue1,英,檜
灰,hoe1,,h,oe,1,hue1,喜,檜
虺,hoe1,,h,oe,1,hue1,喜,檜
隳,hoe1,,h,oe,1,hue1,喜,檜
餒,loe2,,l,oe,2,lue2,柳,檜
餧,loe2,,l,oe,2,lue2,柳,檜
鮾,loe2,,l,oe,2,lue2,柳,檜
㱣,loe2,,l,oe,2,lue2,柳,檜
倍,poe2,,p,oe,2,pue2,邊,檜
俖,phoe2,,ph,oe,2,phue2,頗,檜
𠳝,phoe2,,ph,oe,2,phue2,頗,檜
琲,phoe2,,ph,oe,2,phue2,頗,檜
㛖,soe2,,s,oe,2,sue2,時,檜
每,boe2,,b,oe,2,bue2,門,檜
浼,boe2,,b,oe,2,bue2,門,檜
凂,boe2,,b,oe,2,bue2,門,檜
渼,boe2,,b,oe,2,bue2,門,檜
浘,boe2,,b,oe,2,bue2,門,檜
貝,poe3,,p,oe,3,pue3,邊,檜
唄,poe3,,p,oe,3,pue3,邊,檜
背,poe3,,p,oe,3,pue3,邊,檜
褙,poe3,,p,oe,3,pue3,邊,檜
輩,poe3,,p,oe,3,pue3,邊,檜
軰,poe3,,p,oe,3,pue3,邊,檜
𦮷,poe3,,p,oe,3,pue3,邊,檜
昁,poe3,,p,oe,3,pue3,邊,檜
𥄔,poe3,,p,oe,3,pue3,邊,檜
噲,koe3,,k,oe,3,kue3,求,檜
檜,koe3,,k,oe,3,kue3,求,檜
薈,koe3,,k,oe,3,kue3,求,檜
儈,koe3,,k,oe,3,kue3,求,檜
會,koe3,,k,oe,3,kue3,求,檜
澮,koe3,,k,oe,3,kue3,求,檜
獪,koe3,,k,oe,3,kue3,求,檜
𥢶,koe3,,k,oe,3,kue3,求,檜
劊,koe3,,k,oe,3,kue3,求,檜
膾,koe3,,k,oe,3,kue3,求,檜
鱠,koe3,,k,oe,3,kue3,求,檜
鄶,koe3,,k,oe,3,kue3,求,檜
懀,koe3,,k,oe,3,kue3,求,檜
配,phoe3,,ph,oe,3,phue3,頗,檜
妃,phoe3,,ph,oe,3,phue3,頗,檜
𣏕,phoe3,,ph,oe,3,phue3,頗,檜
退,thoe3,,th,oe,3,thue3,他,檜
𨓆,thoe3,,th,oe,3,thue3,他,檜
蛻,thoe3,,th,oe,3,thue3,他,檜
脱,thoe3,,th,oe,3,thue3,他,檜
最,choe3,,ch,oe,3,tsue3,曾,檜
嘬,choe3,,ch,oe,3,tsue3,曾,檜
贅,choe3,,ch,oe,3,tsue3,曾,檜
蕝,choe3,,ch,oe,3,tsue3,曾,檜
𤺅,choe3,,ch,oe,3,tsue3,曾,檜
綴,choe3,,ch,oe,3,tsue3,曾,檜
歲,soe3,,s,oe,3,sue3,時,檜
嵗,soe3,,s,oe,3,sue3,時,檜
稅,soe3,,s,oe,3,sue3,時,檜
帨,soe3,,s,oe,3,sue3,時,檜
帥,soe3,,s,oe,3,sue3,時,檜
說,soe3,,s,oe,3,sue3,時,檜
晬,soe3,,s,oe,3,sue3,時,檜
𢉝,qoe3,,q,oe,3,ue3,英,檜
穢,qoe3,,q,oe,3,ue3,英,檜
濊,qoe3,,q,oe,3,ue3,英,檜
薉,qoe3,,q,oe,3,ue3,英,檜
劌,qoe3,,q,oe,3,ue3,英,檜
噦,qoe3,,q,oe,3,ue3,英,檜
翽,qoe3,,q,oe,3,ue3,英,檜
饖,qoe3,,q,oe,3,ue3,英,檜
悔,hoe3,,h,oe,3,hue3,喜,檜
晦,hoe3,,h,oe,3,hue3,喜,檜
痗,hoe3,,h,oe,3,hue3,喜,檜
誨,hoe3,,h,oe,3,hue3,喜,檜
靧,hoe3,,h,oe,3,hue3,喜,檜
燘,hoe3,,h,oe,3,hue3,喜,檜
貨,hoe3,,h,oe,3,hue3,喜,檜
羸,loe5,,l,oe,5,lue5,柳,檜
𠑍,loe5,,l,oe,5,lue5,柳,檜
陪,poe5,,p,oe,5,pue5,邊,檜
倍,poe5,,p,oe,5,pue5,邊,檜
俳,poe5,,p,oe,5,pue5,邊,檜
培,poe5,,p,oe,5,pue5,邊,檜
掊,poe5,,p,oe,5,pue5,邊,檜
醅,poe5,,p,oe,5,pue5,邊,檜
賠,poe5,,p,oe,5,pue5,邊,檜
裴,poe5,,p,oe,5,pue5,邊,檜
兌,toe5,,t,oe,5,tue5,地,檜
兊,toe5,,t,oe,5,tue5,地,檜
隤,toe5,,t,oe,5,tue5,地,檜
尵,toe5,,t,oe,5,tue5,地,檜
僓,toe5,,t,oe,5,tue5,地,檜
頹,toe5,,t,oe,5,tue5,地,檜
䫋,toe5,,t,oe,5,tue5,地,檜
魋,toe5,,t,oe,5,tue5,地,檜
墤,toe5,,t,oe,5,tue5,地,檜
蘈,toe5,,t,oe,5,tue5,地,檜
𩘺,toe5,,t,oe,5,tue5,地,檜
摧,choe5,,ch,oe,5,tsue5,曾,檜
漼,choe5,,ch,oe,5,tsue5,曾,檜
蕤,joe5,,j,oe,5,jue5,入,檜
緌,joe5,,j,oe,5,jue5,入,檜
梅,boe5,,b,oe,5,bue5,門,檜
某,boe5,,b,oe,5,bue5,門,檜
脢,boe5,,b,oe,5,bue5,門,檜
酶,boe5,,b,oe,5,bue5,門,檜
莓,boe5,,b,oe,5,bue5,門,檜
囮,boe5,,b,oe,5,bue5,門,檜
媒,boe5,,b,oe,5,bue5,門,檜
煤,boe5,,b,oe,5,bue5,門,檜
禖,boe5,,b,oe,5,bue5,門,檜
黴,boe5,,b,oe,5,bue5,門,檜
枚,boe5,,b,oe,5,bue5,門,檜
霉,boe5,,b,oe,5,bue5,門,檜
鋂,boe5,,b,oe,5,bue5,門,檜
𪃏,boe5,,b,oe,5,bue5,門,檜
徊,hoe5,,h,oe,5,hue5,喜,檜
佪,hoe5,,h,oe,5,hue5,喜,檜
回,hoe5,,h,oe,5,hue5,喜,檜
迴,hoe5,,h,oe,5,hue5,喜,檜
廻,hoe5,,h,oe,5,hue5,喜,檜
囘,hoe5,,h,oe,5,hue5,喜,檜
洄,hoe5,,h,oe,5,hue5,喜,檜
痐,hoe5,,h,oe,5,hue5,喜,檜
茴,hoe5,,h,oe,5,hue5,喜,檜
內,loe7,,l,oe,7,lue7,柳,檜
珮,poe7,,p,oe,7,pue7,邊,檜
佩,poe7,,p,oe,7,pue7,邊,檜
倍,poe7,,p,oe,7,pue7,邊,檜
偝,poe7,,p,oe,7,pue7,邊,檜
焙,poe7,,p,oe,7,pue7,邊,檜
𤊷,poe7,,p,oe,7,pue7,邊,檜
悖,poe7,,p,oe,7,pue7,邊,檜
誖,poe7,,p,oe,7,pue7,邊,檜
邶,poe7,,p,oe,7,pue7,邊,檜
斾,poe7,,p,oe,7,pue7,邊,檜
笩,poe7,,p,oe,7,pue7,邊,檜
瑁,poe7,,p,oe,7,pue7,邊,檜
狽,poe7,,p,oe,7,pue7,邊,檜
背,poe7,,p,oe,7,pue7,邊,檜
柭,poe7,,p,oe,7,pue7,邊,檜
拔,poe7,,p,oe,7,pue7,邊,檜
䊃,poe7,,p,oe,7,pue7,邊,檜
昁,poe7,,p,oe,7,pue7,邊,檜
辠,choe7,,ch,oe,7,tsue7,曾,檜
罪,choe7,,ch,oe,7,tsue7,曾,檜
睿,joe7,,j,oe,7,jue7,入,檜
叡,joe7,,j,oe,7,jue7,入,檜
汭,joe7,,j,oe,7,jue7,入,檜
枘,joe7,,j,oe,7,jue7,入,檜
蚋,joe7,,j,oe,7,jue7,入,檜
芮,joe7,,j,oe,7,jue7,入,檜
耒,joe7,,j,oe,7,jue7,入,檜
銳,joe7,,j,oe,7,jue7,入,檜
㘨,joe7,,j,oe,7,jue7,入,檜
衛,qoe7,,q,oe,7,ue7,英,檜
外,goe7,,g,oe,7,gue7,語,檜
𠨃,goe7,,g,oe,7,gue7,語,檜
會,hoe7,,h,oe,7,hue7,喜,檜
㞧,hoe7,,h,oe,7,hue7,喜,檜
繪,hoe7,,h,oe,7,hue7,喜,檜
