"id","han_ji","chu_im","freq","siann","un","tiau","old_chu_im","sni_siann","sni_un"
8370,"校","kau3",,"k","au",3,"kau3","求","交"
8371,"窖","kau3",,"k","au",3,"kau3","求","交"
8372,"窌","kau3",,"k","au",3,"kau3","求","交"
8373,"礉","khau3",,"kh","au",3,"khau3","去","交"
8374,"砲","phau3",,"ph","au",3,"phau3","頗","交"
8375,"礮","phau3",,"ph","au",3,"phau3","頗","交"
8376,"炮","phau3",,"ph","au",3,"phau3","頗","交"
8377,"皰","phau3",,"ph","au",3,"phau3","頗","交"
8378,"疱","phau3",,"ph","au",3,"phau3","頗","交"
8379,"哨","sau3",,"s","au",3,"sau3","時","交"
8380,"拗","qau3",,"q","au",3,"au3","英","交"
8381,"㑃","qau3",,"q","au",3,"au3","英","交"
8382,"𥑑","qau3",,"q","au",3,"au3","英","交"
8383,"怮","qau3",,"q","au",3,"au3","英","交"
8384,"笊","chhau3",,"chh","au",3,"tshau3","出","交"
8385,"孝","hau3",,"h","au",3,"hau3","喜","交"
8386,"苞","pau5",,"p","au",5,"pau5","邊","交"
8387,"炰","pau5",,"p","au",5,"pau5","邊","交"
8388,"炮","pau5",,"p","au",5,"pau5","邊","交"
8389,"咆","pau5",,"p","au",5,"pau5","邊","交"
8390,"袍","pau5",,"p","au",5,"pau5","邊","交"
8391,"跑","pau5",,"p","au",5,"pau5","邊","交"
8392,"匏","pau5",,"p","au",5,"pau5","邊","交"
8393,"刨","pau5",,"p","au",5,"pau5","邊","交"
8394,"庖","pau5",,"p","au",5,"pau5","邊","交"
8395,"巢","chau5",,"ch","au",5,"tsau5","曾","交"
8396,"漅","chau5",,"ch","au",5,"tsau5","曾","交"
8397,"剿","chau5",,"ch","au",5,"tsau5","曾","交"
8398,"窲","chau5",,"ch","au",5,"tsau5","曾","交"
8399,"嶤","gau5",,"g","au",5,"gau5","語","交"
8400,"𤕢","hau5",,"h","au",5,"hau5","喜","交"
8401,"鬧","lau7",,"l","au",7,"lau7","柳","交"
8402,"𠆴","lau7",,"l","au",7,"lau7","柳","交"
8403,"𢼌","pau7",,"p","au",7,"pau7","邊","交"
8404,"鉋","pau7",,"p","au",7,"pau7","邊","交"
8405,"抱","phau7",,"ph","au",7,"phau7","頗","交"
8406,"找","chau7",,"ch","au",7,"tsau7","曾","交"
8407,"櫂","chau7",,"ch","au",7,"tsau7","曾","交"
8408,"棹","chau7",,"ch","au",7,"tsau7","曾","交"
8409,"淖","chau7",,"ch","au",7,"tsau7","曾","交"
8410,"巢","chau7",,"ch","au",7,"tsau7","曾","交"
8411,"𠻥","chau7",,"ch","au",7,"tsau7","曾","交"
8412,"傚","hau7",,"h","au",7,"hau7","喜","交"
8413,"俲","hau7",,"h","au",7,"hau7","喜","交"
8414,"恔","hau7",,"h","au",7,"hau7","喜","交"
8415,"校","hau7",,"h","au",7,"hau7","喜","交"
8416,"効","hau7",,"h","au",7,"hau7","喜","交"
8417,"效","hau7",,"h","au",7,"hau7","喜","交"
8418,"斅","hau7",,"h","au",7,"hau7","喜","交"
8419,"鱟","hau7",,"h","au",7,"hau7","喜","交"
8420,"𦡃","lia1",,"l","ia",1,"lia1","柳","迦"
8421,"迦","kia1",,"k","ia",1,"kia1","求","迦"
8422,"跏","kia1",,"k","ia",1,"kia1","求","迦"
8423,"袈","kia1",,"k","ia",1,"kia1","求","迦"
8424,"爹","tia1",,"t","ia",1,"tia1","地","迦"
8425,"遮","chia1",,"ch","ia",1,"tsia1","曾","迦"
8426,"𠌮","chia1",,"ch","ia",1,"tsia1","曾","迦"
8427,"嗟","chia1",,"ch","ia",1,"tsia1","曾","迦"
8428,"罝","chia1",,"ch","ia",1,"tsia1","曾","迦"
8429,"𦊕","chia1",,"ch","ia",1,"tsia1","曾","迦"
8430,"賒","sia1",,"s","ia",1,"sia1","時","迦"
8431,"𧶟","sia1",,"s","ia",1,"sia1","時","迦"
8432,"車","chhia1",,"chh","ia",1,"tshia1","出","迦"
8433,"硨","chhia1",,"chh","ia",1,"tshia1","出","迦"
8434,"奢","chhia1",,"chh","ia",1,"tshia1","出","迦"
8435,"鞾","hia1",,"h","ia",1,"hia1","喜","迦"
8436,"靴","hia1",,"h","ia",1,"hia1","喜","迦"
8437,"𣟵","hia1",,"h","ia",1,"hia1","喜","迦"
8438,"𠈊","lia2",,"l","ia",2,"lia2","柳","迦"
8439,"𬽓","tia2",,"t","ia",2,"tia2","地","迦"
8440,"𬺼","tia2",,"t","ia",2,"tia2","地","迦"
8441,"者","chia2",,"ch","ia",2,"tsia2","曾","迦"
8442,"媎","chia2",,"ch","ia",2,"tsia2","曾","迦"
8443,"姐","chia2",,"ch","ia",2,"tsia2","曾","迦"
8444,"赭","chia2",,"ch","ia",2,"tsia2","曾","迦"
8445,"喏","jia2",,"j","ia",2,"jia2","入","迦"
8446,"𠰒","jia2",,"j","ia",2,"jia2","入","迦"
8447,"㘃","jia2",,"j","ia",2,"jia2","入","迦"
8448,"惹","jia2",,"j","ia",2,"jia2","入","迦"
8449,"𧧏","jia2",,"j","ia",2,"jia2","入","迦"
8450,"舍","sia2",,"s","ia",2,"sia2","時","迦"
8451,"捨","sia2",,"s","ia",2,"sia2","時","迦"
8452,"寫","sia2",,"s","ia",2,"sia2","時","迦"
8453,"也","qia2",,"q","ia",2,"ia2","英","迦"
8454,"冶","qia2",,"q","ia",2,"ia2","英","迦"
8455,"野","qia2",,"q","ia",2,"ia2","英","迦"
8456,"埜","qia2",,"q","ia",2,"ia2","英","迦"
8457,"乜","bia2",,"b","ia",2,"bia2","門","迦"
8458,"𦰳","bia2",,"b","ia",2,"bia2","門","迦"
8459,"偖","chhia2",,"chh","ia",2,"tshia2","出","迦"
8460,"烢","chhia2",,"chh","ia",2,"tshia2","出","迦"
8461,"哆","chhia2",,"chh","ia",2,"tshia2","出","迦"
8462,"灺","chhia2",,"chh","ia",2,"tshia2","出","迦"
8463,"𠅗","tia3",,"t","ia",3,"tia3","地","迦"
8464,"借","chia3",,"ch","ia",3,"tsia3","曾","迦"
8465,"柘","chia3",,"ch","ia",3,"tsia3","曾","迦"
8466,"樜","chia3",,"ch","ia",3,"tsia3","曾","迦"
8467,"蔗","chia3",,"ch","ia",3,"tsia3","曾","迦"
8468,"鷓","chia3",,"ch","ia",3,"tsia3","曾","迦"
8469,"漈","chia3",,"ch","ia",3,"tsia3","曾","迦"
8470,"炙","chia3",,"ch","ia",3,"tsia3","曾","迦"
8471,"舍","sia3",,"s","ia",3,"sia3","時","迦"
8472,"舎","sia3",,"s","ia",3,"sia3","時","迦"
8473,"赦","sia3",,"s","ia",3,"sia3","時","迦"
8474,"卸","sia3",,"s","ia",3,"sia3","時","迦"
8475,"𡃂","sia3",,"s","ia",3,"sia3","時","迦"
8476,"瀉","sia3",,"s","ia",3,"sia3","時","迦"
8477,"伿","qia3",,"q","ia",3,"ia3","英","迦"
8478,"㾝","chhia3",,"chh","ia",3,"tshia3","出","迦"
8479,"赾","chhia3",,"chh","ia",3,"tshia3","出","迦"
8480,"伽","kia5",,"k","ia",5,"kia5","求","迦"
8481,"佘","sia5",,"s","ia",5,"sia5","時","迦"
8482,"畲","sia5",,"s","ia",5,"sia5","時","迦"
8483,"斜","sia5",,"s","ia",5,"sia5","時","迦"
8484,"邪","sia5",,"s","ia",5,"sia5","時","迦"
8485,"衺","sia5",,"s","ia",5,"sia5","時","迦"
8486,"蛇","sia5",,"s","ia",5,"sia5","時","迦"
8487,"爺","qia5",,"q","ia",5,"ia5","英","迦"
8488,"琊","qia5",,"q","ia",5,"ia5","英","迦"
8489,"耶","qia5",,"q","ia",5,"ia5","英","迦"
8490,"邪","qia5",,"q","ia",5,"ia5","英","迦"
8491,"釾","qia5",,"q","ia",5,"ia5","英","迦"
8492,"㭨","qia5",,"q","ia",5,"ia5","英","迦"
8493,"椰","qia5",,"q","ia",5,"ia5","英","迦"
8494,"乜","bia5",,"b","ia",5,"bia5","門","迦"
8495,"呀","gia5",,"g","ia",5,"gia5","語","迦"
8496,"哋","tia7",,"t","ia",7,"tia7","地","迦"
8497,"藉","chia7",,"ch","ia",7,"tsia7","曾","迦"
8498,"偌","jia7",,"j","ia",7,"jia7","入","迦"
8499,"𧧏","jia7",,"j","ia",7,"jia7","入","迦"
8500,"社","sia7",,"s","ia",7,"sia7","時","迦"
8501,"射","sia7",,"s","ia",7,"sia7","時","迦"
8502,"榭","sia7",,"s","ia",7,"sia7","時","迦"
8503,"謝","sia7",,"s","ia",7,"sia7","時","迦"
8504,"麝","sia7",,"s","ia",7,"sia7","時","迦"
8505,"𥙭","sia7",,"s","ia",7,"sia7","時","迦"
8506,"夜","qia7",,"q","ia",7,"ia7","英","迦"
8507,"敥","qia7",,"q","ia",7,"ia7","英","迦"
8508,"也","qia7",,"q","ia",7,"ia7","英","迦"
8509,"杯","poe1",,"p","oe",1,"pue1","邊","檜"
8510,"柸","poe1",,"p","oe",1,"pue1","邊","檜"
8511,"桮","poe1",,"p","oe",1,"pue1","邊","檜"
8512,"盃","poe1",,"p","oe",1,"pue1","邊","檜"
8513,"傀","koe1",,"k","oe",1,"kue1","求","檜"
8514,"𠐦","koe1",,"k","oe",1,"kue1","求","檜"
8515,"盔","khoe1",,"kh","oe",1,"khue1","去","檜"
8516,"魁","khoe1",,"kh","oe",1,"khue1","去","檜"
8517,"詼","khoe1",,"kh","oe",1,"khue1","去","檜"
8518,"恢","khoe1",,"kh","oe",1,"khue1","去","檜"
8519,"悝","khoe1",,"kh","oe",1,"khue1","去","檜"
8520,"坏","phoe1",,"ph","oe",1,"phue1","頗","檜"
8521,"坯","phoe1",,"ph","oe",1,"phue1","頗","檜"
8522,"砙","phoe1",,"ph","oe",1,"phue1","頗","檜"
8523,"焞","thoe1",,"th","oe",1,"thue1","他","檜"
8524,"㷟","thoe1",,"th","oe",1,"thue1","他","檜"
8525,"衰","soe1",,"s","oe",1,"sue1","時","檜"
8526,"榱","soe1",,"s","oe",1,"sue1","時","檜"
8527,"縗","soe1",,"s","oe",1,"sue1","時","檜"
8528,"隈","qoe1",,"q","oe",1,"ue1","英","檜"
8529,"倭","qoe1",,"q","oe",1,"ue1","英","檜"
8530,"偎","qoe1",,"q","oe",1,"ue1","英","檜"
8531,"喂","qoe1",,"q","oe",1,"ue1","英","檜"
8532,"猥","qoe1",,"q","oe",1,"ue1","英","檜"
8533,"煨","qoe1",,"q","oe",1,"ue1","英","檜"
8534,"碨","qoe1",,"q","oe",1,"ue1","英","檜"
8535,"葨","qoe1",,"q","oe",1,"ue1","英","檜"
8536,"𣨙","qoe1",,"q","oe",1,"ue1","英","檜"
8537,"痿","qoe1",,"q","oe",1,"ue1","英","檜"
8538,"𩰻","qoe1",,"q","oe",1,"ue1","英","檜"
8539,"剮","qoe1",,"q","oe",1,"ue1","英","檜"
8540,"鍡","qoe1",,"q","oe",1,"ue1","英","檜"
8541,"灰","hoe1",,"h","oe",1,"hue1","喜","檜"
8542,"虺","hoe1",,"h","oe",1,"hue1","喜","檜"
8543,"隳","hoe1",,"h","oe",1,"hue1","喜","檜"
8544,"餒","loe2",,"l","oe",2,"lue2","柳","檜"
8545,"餧","loe2",,"l","oe",2,"lue2","柳","檜"
8546,"鮾","loe2",,"l","oe",2,"lue2","柳","檜"
8547,"㱣","loe2",,"l","oe",2,"lue2","柳","檜"
8548,"倍","poe2",,"p","oe",2,"pue2","邊","檜"
8549,"俖","phoe2",,"ph","oe",2,"phue2","頗","檜"
8550,"𠳝","phoe2",,"ph","oe",2,"phue2","頗","檜"
8551,"琲","phoe2",,"ph","oe",2,"phue2","頗","檜"
8552,"㛖","soe2",,"s","oe",2,"sue2","時","檜"
8553,"每","boe2",,"b","oe",2,"bue2","門","檜"
8554,"浼","boe2",,"b","oe",2,"bue2","門","檜"
8555,"凂","boe2",,"b","oe",2,"bue2","門","檜"
8556,"渼","boe2",,"b","oe",2,"bue2","門","檜"
8557,"浘","boe2",,"b","oe",2,"bue2","門","檜"
8558,"貝","poe3",,"p","oe",3,"pue3","邊","檜"
8559,"唄","poe3",,"p","oe",3,"pue3","邊","檜"
8560,"背","poe3",,"p","oe",3,"pue3","邊","檜"
8561,"褙","poe3",,"p","oe",3,"pue3","邊","檜"
8562,"輩","poe3",,"p","oe",3,"pue3","邊","檜"
8563,"軰","poe3",,"p","oe",3,"pue3","邊","檜"
8564,"𦮷","poe3",,"p","oe",3,"pue3","邊","檜"
8565,"昁","poe3",,"p","oe",3,"pue3","邊","檜"
8566,"𥄔","poe3",,"p","oe",3,"pue3","邊","檜"
8567,"噲","koe3",,"k","oe",3,"kue3","求","檜"
8568,"檜","koe3",,"k","oe",3,"kue3","求","檜"
8569,"薈","koe3",,"k","oe",3,"kue3","求","檜"
8570,"儈","koe3",,"k","oe",3,"kue3","求","檜"
8571,"會","koe3",,"k","oe",3,"kue3","求","檜"
8572,"澮","koe3",,"k","oe",3,"kue3","求","檜"
8573,"獪","koe3",,"k","oe",3,"kue3","求","檜"
8574,"𥢶","koe3",,"k","oe",3,"kue3","求","檜"
8575,"劊","koe3",,"k","oe",3,"kue3","求","檜"
8576,"膾","koe3",,"k","oe",3,"kue3","求","檜"
8577,"鱠","koe3",,"k","oe",3,"kue3","求","檜"
8578,"鄶","koe3",,"k","oe",3,"kue3","求","檜"
8579,"懀","koe3",,"k","oe",3,"kue3","求","檜"
8580,"配","phoe3",,"ph","oe",3,"phue3","頗","檜"
8581,"妃","phoe3",,"ph","oe",3,"phue3","頗","檜"
8582,"𣏕","phoe3",,"ph","oe",3,"phue3","頗","檜"
8583,"退","thoe3",,"th","oe",3,"thue3","他","檜"
8584,"𨓆","thoe3",,"th","oe",3,"thue3","他","檜"
8585,"蛻","thoe3",,"th","oe",3,"thue3","他","檜"
8586,"脱","thoe3",,"th","oe",3,"thue3","他","檜"
8587,"最","choe3",,"ch","oe",3,"tsue3","曾","檜"
8588,"嘬","choe3",,"ch","oe",3,"tsue3","曾","檜"
8589,"贅","choe3",,"ch","oe",3,"tsue3","曾","檜"
8590,"蕝","choe3",,"ch","oe",3,"tsue3","曾","檜"
8591,"𤺅","choe3",,"ch","oe",3,"tsue3","曾","檜"
8592,"綴","choe3",,"ch","oe",3,"tsue3","曾","檜"
8593,"歲","soe3",,"s","oe",3,"sue3","時","檜"
8594,"嵗","soe3",,"s","oe",3,"sue3","時","檜"
8595,"稅","soe3",,"s","oe",3,"sue3","時","檜"
8596,"帨","soe3",,"s","oe",3,"sue3","時","檜"
8597,"帥","soe3",,"s","oe",3,"sue3","時","檜"
8598,"說","soe3",,"s","oe",3,"sue3","時","檜"
8599,"晬","soe3",,"s","oe",3,"sue3","時","檜"
8600,"𢉝","qoe3",,"q","oe",3,"ue3","英","檜"
8601,"穢","qoe3",,"q","oe",3,"ue3","英","檜"
8602,"濊","qoe3",,"q","oe",3,"ue3","英","檜"
8603,"薉","qoe3",,"q","oe",3,"ue3","英","檜"
8604,"劌","qoe3",,"q","oe",3,"ue3","英","檜"
8605,"噦","qoe3",,"q","oe",3,"ue3","英","檜"
8606,"翽","qoe3",,"q","oe",3,"ue3","英","檜"
8607,"饖","qoe3",,"q","oe",3,"ue3","英","檜"
8608,"悔","hoe3",,"h","oe",3,"hue3","喜","檜"
8609,"晦","hoe3",,"h","oe",3,"hue3","喜","檜"
8610,"痗","hoe3",,"h","oe",3,"hue3","喜","檜"
8611,"誨","hoe3",,"h","oe",3,"hue3","喜","檜"
8612,"靧","hoe3",,"h","oe",3,"hue3","喜","檜"
8613,"燘","hoe3",,"h","oe",3,"hue3","喜","檜"
8614,"貨","hoe3",,"h","oe",3,"hue3","喜","檜"
8615,"羸","loe5",,"l","oe",5,"lue5","柳","檜"
8616,"𠑍","loe5",,"l","oe",5,"lue5","柳","檜"
8617,"陪","poe5",,"p","oe",5,"pue5","邊","檜"
8618,"倍","poe5",,"p","oe",5,"pue5","邊","檜"
8619,"俳","poe5",,"p","oe",5,"pue5","邊","檜"
8620,"培","poe5",,"p","oe",5,"pue5","邊","檜"
8621,"掊","poe5",,"p","oe",5,"pue5","邊","檜"
8622,"醅","poe5",,"p","oe",5,"pue5","邊","檜"
8623,"賠","poe5",,"p","oe",5,"pue5","邊","檜"
8624,"裴","poe5",,"p","oe",5,"pue5","邊","檜"
8625,"兌","toe5",,"t","oe",5,"tue5","地","檜"
8626,"兊","toe5",,"t","oe",5,"tue5","地","檜"
8627,"隤","toe5",,"t","oe",5,"tue5","地","檜"
8628,"尵","toe5",,"t","oe",5,"tue5","地","檜"
8629,"僓","toe5",,"t","oe",5,"tue5","地","檜"
8630,"頹","toe5",,"t","oe",5,"tue5","地","檜"
8631,"䫋","toe5",,"t","oe",5,"tue5","地","檜"
8632,"魋","toe5",,"t","oe",5,"tue5","地","檜"
8633,"墤","toe5",,"t","oe",5,"tue5","地","檜"
8634,"蘈","toe5",,"t","oe",5,"tue5","地","檜"
8635,"𩘺","toe5",,"t","oe",5,"tue5","地","檜"
8636,"摧","choe5",,"ch","oe",5,"tsue5","曾","檜"
8637,"漼","choe5",,"ch","oe",5,"tsue5","曾","檜"
8638,"蕤","joe5",,"j","oe",5,"jue5","入","檜"
8639,"緌","joe5",,"j","oe",5,"jue5","入","檜"
8640,"梅","boe5",,"b","oe",5,"bue5","門","檜"
8641,"某","boe5",,"b","oe",5,"bue5","門","檜"
8642,"脢","boe5",,"b","oe",5,"bue5","門","檜"
8643,"酶","boe5",,"b","oe",5,"bue5","門","檜"
8644,"莓","boe5",,"b","oe",5,"bue5","門","檜"
8645,"囮","boe5",,"b","oe",5,"bue5","門","檜"
8646,"媒","boe5",,"b","oe",5,"bue5","門","檜"
8647,"煤","boe5",,"b","oe",5,"bue5","門","檜"
8648,"禖","boe5",,"b","oe",5,"bue5","門","檜"
8649,"黴","boe5",,"b","oe",5,"bue5","門","檜"
8650,"枚","boe5",,"b","oe",5,"bue5","門","檜"
8651,"霉","boe5",,"b","oe",5,"bue5","門","檜"
8652,"鋂","boe5",,"b","oe",5,"bue5","門","檜"
8653,"𪃏","boe5",,"b","oe",5,"bue5","門","檜"
8654,"徊","hoe5",,"h","oe",5,"hue5","喜","檜"
8655,"佪","hoe5",,"h","oe",5,"hue5","喜","檜"
8656,"回","hoe5",,"h","oe",5,"hue5","喜","檜"
8657,"迴","hoe5",,"h","oe",5,"hue5","喜","檜"
8658,"廻","hoe5",,"h","oe",5,"hue5","喜","檜"
8659,"囘","hoe5",,"h","oe",5,"hue5","喜","檜"
8660,"洄","hoe5",,"h","oe",5,"hue5","喜","檜"
8661,"痐","hoe5",,"h","oe",5,"hue5","喜","檜"
8662,"茴","hoe5",,"h","oe",5,"hue5","喜","檜"
8663,"內","loe7",,"l","oe",7,"lue7","柳","檜"
8664,"珮","poe7",,"p","oe",7,"pue7","邊","檜"
8665,"佩","poe7",,"p","oe",7,"pue7","邊","檜"
8666,"倍","poe7",,"p","oe",7,"pue7","邊","檜"
8667,"偝","poe7",,"p","oe",7,"pue7","邊","檜"
8668,"焙","poe7",,"p","oe",7,"pue7","邊","檜"
8669,"𤊷","poe7",,"p","oe",7,"pue7","邊","檜"
8670,"悖","poe7",,"p","oe",7,"pue7","邊","檜"
8671,"誖","poe7",,"p","oe",7,"pue7","邊","檜"
8672,"邶","poe7",,"p","oe",7,"pue7","邊","檜"
8673,"斾","poe7",,"p","oe",7,"pue7","邊","檜"
8674,"笩","poe7",,"p","oe",7,"pue7","邊","檜"
8675,"瑁","poe7",,"p","oe",7,"pue7","邊","檜"
8676,"狽","poe7",,"p","oe",7,"pue7","邊","檜"
8677,"背","poe7",,"p","oe",7,"pue7","邊","檜"
8678,"柭","poe7",,"p","oe",7,"pue7","邊","檜"
8679,"拔","poe7",,"p","oe",7,"pue7","邊","檜"
8680,"䊃","poe7",,"p","oe",7,"pue7","邊","檜"
8681,"昁","poe7",,"p","oe",7,"pue7","邊","檜"
8682,"辠","choe7",,"ch","oe",7,"tsue7","曾","檜"
8683,"罪","choe7",,"ch","oe",7,"tsue7","曾","檜"
8684,"睿","joe7",,"j","oe",7,"jue7","入","檜"
8685,"叡","joe7",,"j","oe",7,"jue7","入","檜"
8686,"汭","joe7",,"j","oe",7,"jue7","入","檜"
8687,"枘","joe7",,"j","oe",7,"jue7","入","檜"
8688,"蚋","joe7",,"j","oe",7,"jue7","入","檜"
8689,"芮","joe7",,"j","oe",7,"jue7","入","檜"
8690,"耒","joe7",,"j","oe",7,"jue7","入","檜"
8691,"銳","joe7",,"j","oe",7,"jue7","入","檜"
8692,"㘨","joe7",,"j","oe",7,"jue7","入","檜"
8693,"衛","qoe7",,"q","oe",7,"ue7","英","檜"
8694,"外","goe7",,"g","oe",7,"gue7","語","檜"
8695,"𠨃","goe7",,"g","oe",7,"gue7","語","檜"
8696,"會","hoe7",,"h","oe",7,"hue7","喜","檜"
8697,"㞧","hoe7",,"h","oe",7,"hue7","喜","檜"
8698,"繪","hoe7",,"h","oe",7,"hue7","喜","檜"
8699,"繢","hoe7",,"h","oe",7,"hue7","喜","檜"
8700,"憒","hoe7",,"h","oe",7,"hue7","喜","檜"
8701,"潰","hoe7",,"h","oe",7,"hue7","喜","檜"
8702,"聵","hoe7",,"h","oe",7,"hue7","喜","檜"
8703,"瞶","hoe7",,"h","oe",7,"hue7","喜","檜"
8704,"匯","hoe7",,"h","oe",7,"hue7","喜","檜"
8705,"㒑","hoe7",,"h","oe",7,"hue7","喜","檜"
8706,"他","thann1",,"th","ann",1,"thann1","他","監"
8707,"拏","lann2",,"l","ann",2,"na2","柳","監"
8708,"拿","lann2",,"l","ann",2,"na2","柳","監"
8709,"那","lann2",,"l","ann",2,"na2","柳","監"
8710,"打","tann2",,"t","ann",2,"tann2","地","監"
8711,"馬","bann2",,"b","ann",2,"ma2","門","監"
8712,"碼","bann2",,"b","ann",2,"ma2","門","監"
8713,"媽","bann2",,"b","ann",2,"ma2","門","監"
8714,"痳","bann5",,"b","ann",5,"ma5","門","監"
8715,"麻","bann5",,"b","ann",5,"ma5","門","監"
8716,"那","lann7",,"l","ann",7,"na7","柳","監"
8717,"駡","bann7",,"b","ann",7,"ma7","門","監"
8718,"罵","bann7",,"b","ann",7,"ma7","門","監"
8719,"傌","bann7",,"b","ann",7,"ma7","門","監"
8720,"禡","bann7",,"b","ann",7,"ma7","門","監"
8721,"艍","ku1",,"k","u",1,"ku1","求","艍"
8722,"鼄","tu1",,"t","u",1,"tu1","地","艍"
8723,"蛛","tu1",,"t","u",1,"tu1","地","艍"
8724,"朱","chu1",,"ch","u",1,"tsu1","曾","艍"
8725,"珠","chu1",,"ch","u",1,"tsu1","曾","艍"
8726,"硃","chu1",,"ch","u",1,"tsu1","曾","艍"
8727,"洙","chu1",,"ch","u",1,"tsu1","曾","艍"
8728,"茱","chu1",,"ch","u",1,"tsu1","曾","艍"
8729,"資","chu1",,"ch","u",1,"tsu1","曾","艍"
8730,"茲","chu1",,"ch","u",1,"tsu1","曾","艍"
8731,"兹","chu1",,"ch","u",1,"tsu1","曾","艍"
8732,"滋","chu1",,"ch","u",1,"tsu1","曾","艍"
8733,"孳","chu1",,"ch","u",1,"tsu1","曾","艍"
8734,"鎡","chu1",,"ch","u",1,"tsu1","曾","艍"
8735,"侏","chu1",,"ch","u",1,"tsu1","曾","艍"
8736,"孜","chu1",,"ch","u",1,"tsu1","曾","艍"
8737,"姿","chu1",,"ch","u",1,"tsu1","曾","艍"
8738,"菑","chu1",,"ch","u",1,"tsu1","曾","艍"
8739,"趦","chu1",,"ch","u",1,"tsu1","曾","艍"
8740,"粢","chu1",,"ch","u",1,"tsu1","曾","艍"
8741,"咨","chu1",,"ch","u",1,"tsu1","曾","艍"
8742,"緇","chu1",,"ch","u",1,"tsu1","曾","艍"
8743,"輜","chu1",,"ch","u",1,"tsu1","曾","艍"
8744,"貲","chu1",,"ch","u",1,"tsu1","曾","艍"
8745,"𪗋","chu1",,"ch","u",1,"tsu1","曾","艍"
8746,"椔","chu1",,"ch","u",1,"tsu1","曾","艍"
8747,"淄","chu1",,"ch","u",1,"tsu1","曾","艍"
8748,"鼒","chu1",,"ch","u",1,"tsu1","曾","艍"
8749,"髭","chu1",,"ch","u",1,"tsu1","曾","艍"
8750,"䆅","chu1",,"ch","u",1,"tsu1","曾","艍"
8751,"𥀖","chu1",,"ch","u",1,"tsu1","曾","艍"
8752,"澬","chu1",,"ch","u",1,"tsu1","曾","艍"
8753,"茨","chu1",,"ch","u",1,"tsu1","曾","艍"
8754,"錙","chu1",,"ch","u",1,"tsu1","曾","艍"
8755,"銖","chu1",,"ch","u",1,"tsu1","曾","艍"
8756,"諮","chu1",,"ch","u",1,"tsu1","曾","艍"
8757,"䅔","chu1",,"ch","u",1,"tsu1","曾","艍"
8758,"諸","chu1",,"ch","u",1,"tsu1","曾","艍"
8759,"偲","su1",,"s","u",1,"su1","時","艍"
8760,"厮","su1",,"s","u",1,"su1","時","艍"
8761,"㒋","su1",,"s","u",1,"su1","時","艍"
8762,"斯","su1",,"s","u",1,"su1","時","艍"
8763,"伺","su1",,"s","u",1,"su1","時","艍"
8764,"凘","su1",,"s","u",1,"su1","時","艍"
8765,"嘶","su1",,"s","u",1,"su1","時","艍"
8766,"司","su1",,"s","u",1,"su1","時","艍"
8767,"思","su1",,"s","u",1,"su1","時","艍"
8768,"緦","su1",,"s","u",1,"su1","時","艍"
8769,"䰄","su1",,"s","u",1,"su1","時","艍"
8770,"颸","su1",,"s","u",1,"su1","時","艍"
8771,"師","su1",,"s","u",1,"su1","時","艍"
8772,"私","su1",,"s","u",1,"su1","時","艍"
8773,"螄","su1",,"s","u",1,"su1","時","艍"
8774,"釃","su1",,"s","u",1,"su1","時","艍"
8775,"罳","su1",,"s","u",1,"su1","時","艍"
8776,"獅","su1",,"s","u",1,"su1","時","艍"
8777,"顋","su1",,"s","u",1,"su1","時","艍"
8778,"腮","su1",,"s","u",1,"su1","時","艍"
8779,"笥","su1",,"s","u",1,"su1","時","艍"
8780,"迂","qu1",,"q","u",1,"u1","英","艍"
8781,"紆","qu1",,"q","u",1,"u1","英","艍"
8782,"杇","qu1",,"q","u",1,"u1","英","艍"
8783,"圬","qu1",,"q","u",1,"u1","英","艍"
8784,"肟","qu1",,"q","u",1,"u1","英","艍"
8785,"洿","qu1",,"q","u",1,"u1","英","艍"
8786,"汙","qu1",,"q","u",1,"u1","英","艍"
8787,"污","qu1",,"q","u",1,"u1","英","艍"
8788,"趶","qu1",,"q","u",1,"u1","英","艍"
8789,"夫","hu1",,"h","u",1,"hu1","喜","艍"
8790,"玞","hu1",,"h","u",1,"hu1","喜","艍"
8791,"砆","hu1",,"h","u",1,"hu1","喜","艍"
8792,"趺","hu1",,"h","u",1,"hu1","喜","艍"
8793,"鈇","hu1",,"h","u",1,"hu1","喜","艍"
8794,"麩","hu1",,"h","u",1,"hu1","喜","艍"
8795,"桴","hu1",,"h","u",1,"hu1","喜","艍"
8796,"稃","hu1",,"h","u",1,"hu1","喜","艍"
8797,"孚","hu1",,"h","u",1,"hu1","喜","艍"
8798,"琈","hu1",,"h","u",1,"hu1","喜","艍"
8799,"俘","hu1",,"h","u",1,"hu1","喜","艍"
8800,"罦","hu1",,"h","u",1,"hu1","喜","艍"
8801,"罘","hu1",,"h","u",1,"hu1","喜","艍"
8802,"敷","hu1",,"h","u",1,"hu1","喜","艍"
8803,"柎","hu1",,"h","u",1,"hu1","喜","艍"
8804,"不","hu1",,"h","u",1,"hu1","喜","艍"
8805,"痡","hu1",,"h","u",1,"hu1","喜","艍"
8806,"膚","hu1",,"h","u",1,"hu1","喜","艍"
8807,"傅","hu1",,"h","u",1,"hu1","喜","艍"
8808,"蜅","phu2",,"ph","u",2,"phu2","頗","艍"
8809,"子","chu2",,"ch","u",2,"tsu2","曾","艍"
