"id","han_ji","chu_im","freq","siann","un","tiau","old_chu_im","sni_siann","sni_un"
4251,"娩","boan2",,"b","oan",2,"buan2","門","觀"
4252,"𡩄","boan2",,"b","oan",2,"buan2","門","觀"
4253,"玩","goan2",,"g","oan",2,"guan2","語","觀"
4254,"翫","goan2",,"g","oan",2,"guan2","語","觀"
4255,"阮","goan2",,"g","oan",2,"guan2","語","觀"
4256,"盶","goan2",,"g","oan",2,"guan2","語","觀"
4257,"貦","goan2",,"g","oan",2,"guan2","語","觀"
4258,"妧","goan2",,"g","oan",2,"guan2","語","觀"
4259,"歂","chhoan2",,"chh","oan",2,"tshuan2","出","觀"
4260,"反","hoan2",,"h","oan",2,"huan2","喜","觀"
4261,"仮","hoan2",,"h","oan",2,"huan2","喜","觀"
4262,"阪","hoan2",,"h","oan",2,"huan2","喜","觀"
4263,"坂","hoan2",,"h","oan",2,"huan2","喜","觀"
4264,"飯","hoan2",,"h","oan",2,"huan2","喜","觀"
4265,"返","hoan2",,"h","oan",2,"huan2","喜","觀"
4266,"半","poan3",,"p","oan",3,"puan3","邊","觀"
4267,"絆","poan3",,"p","oan",3,"puan3","邊","觀"
4268,"貫","koan3",,"k","oan",3,"kuan3","求","觀"
4269,"丱","koan3",,"k","oan",3,"kuan3","求","觀"
4270,"串","koan3",,"k","oan",3,"kuan3","求","觀"
4271,"慣","koan3",,"k","oan",3,"kuan3","求","觀"
4272,"瓘","koan3",,"k","oan",3,"kuan3","求","觀"
4273,"罐","koan3",,"k","oan",3,"kuan3","求","觀"
4274,"鑵","koan3",,"k","oan",3,"kuan3","求","觀"
4275,"礶","koan3",,"k","oan",3,"kuan3","求","觀"
4276,"觀","koan3",,"k","oan",3,"kuan3","求","觀"
4277,"鸛","koan3",,"k","oan",3,"kuan3","求","觀"
4278,"灌","koan3",,"k","oan",3,"kuan3","求","觀"
4279,"眷","koan3",,"k","oan",3,"kuan3","求","觀"
4280,"卷","koan3",,"k","oan",3,"kuan3","求","觀"
4281,"㢧","koan3",,"k","oan",3,"kuan3","求","觀"
4282,"𢎥","koan3",,"k","oan",3,"kuan3","求","觀"
4283,"絭","koan3",,"k","oan",3,"kuan3","求","觀"
4284,"券","koan3",,"k","oan",3,"kuan3","求","觀"
4285,"睠","koan3",,"k","oan",3,"kuan3","求","觀"
4286,"腃","koan3",,"k","oan",3,"kuan3","求","觀"
4287,"狷","koan3",,"k","oan",3,"kuan3","求","觀"
4288,"獧","koan3",,"k","oan",3,"kuan3","求","觀"
4289,"睊","koan3",,"k","oan",3,"kuan3","求","觀"
4290,"絹","koan3",,"k","oan",3,"kuan3","求","觀"
4291,"祼","koan3",,"k","oan",3,"kuan3","求","觀"
4292,"桊","koan3",,"k","oan",3,"kuan3","求","觀"
4293,"盥","koan3",,"k","oan",3,"kuan3","求","觀"
4294,"冠","koan3",,"k","oan",3,"kuan3","求","觀"
4295,"鏆","koan3",,"k","oan",3,"kuan3","求","觀"
4296,"勸","khoan3",,"kh","oan",3,"khuan3","去","觀"
4297,"券","khoan3",,"kh","oan",3,"khuan3","去","觀"
4298,"斷","toan3",,"t","oan",3,"tuan3","地","觀"
4299,"泮","phoan3",,"ph","oan",3,"phuan3","頗","觀"
4300,"冸","phoan3",,"ph","oan",3,"phuan3","頗","觀"
4301,"判","phoan3",,"ph","oan",3,"phuan3","頗","觀"
4302,"伴","phoan3",,"ph","oan",3,"phuan3","頗","觀"
4303,"鍛","thoan3",,"th","oan",3,"thuan3","他","觀"
4304,"煅","thoan3",,"th","oan",3,"thuan3","他","觀"
4305,"𢯫","thoan3",,"th","oan",3,"thuan3","他","觀"
4306,"碫","thoan3",,"th","oan",3,"thuan3","他","觀"
4307,"彖","thoan3",,"th","oan",3,"thuan3","他","觀"
4308,"鑽","choan3",,"ch","oan",3,"tsuan3","曾","觀"
4309,"攢","choan3",,"ch","oan",3,"tsuan3","曾","觀"
4310,"算","soan3",,"s","oan",3,"suan3","時","觀"
4311,"筭","soan3",,"s","oan",3,"suan3","時","觀"
4312,"蒜","soan3",,"s","oan",3,"suan3","時","觀"
4313,"祘","soan3",,"s","oan",3,"suan3","時","觀"
4314,"怨","qoan3",,"q","oan",3,"uan3","英","觀"
4315,"𠈢","qoan3",,"q","oan",3,"uan3","英","觀"
4316,"串","chhoan3",,"chh","oan",3,"tshuan3","出","觀"
4317,"穿","chhoan3",,"chh","oan",3,"tshuan3","出","觀"
4318,"篡","chhoan3",,"chh","oan",3,"tshuan3","出","觀"
4319,"纂","chhoan3",,"chh","oan",3,"tshuan3","出","觀"
4320,"僢","chhoan3",,"chh","oan",3,"tshuan3","出","觀"
4321,"竄","chhoan3",,"chh","oan",3,"tshuan3","出","觀"
4322,"釧","chhoan3",,"chh","oan",3,"tshuan3","出","觀"
4323,"爨","chhoan3",,"chh","oan",3,"tshuan3","出","觀"
4324,"鑹","chhoan3",,"chh","oan",3,"tshuan3","出","觀"
4325,"玔","chhoan3",,"chh","oan",3,"tshuan3","出","觀"
4326,"煥","hoan3",,"h","oan",3,"huan3","喜","觀"
4327,"奐","hoan3",,"h","oan",3,"huan3","喜","觀"
4328,"喚","hoan3",,"h","oan",3,"huan3","喜","觀"
4329,"換","hoan3",,"h","oan",3,"huan3","喜","觀"
4330,"瑍","hoan3",,"h","oan",3,"huan3","喜","觀"
4331,"渙","hoan3",,"h","oan",3,"huan3","喜","觀"
4332,"渢","hoan3",,"h","oan",3,"huan3","喜","觀"
4333,"氾","hoan3",,"h","oan",3,"huan3","喜","觀"
4334,"泛","hoan3",,"h","oan",3,"huan3","喜","觀"
4335,"汎","hoan3",,"h","oan",3,"huan3","喜","觀"
4336,"氿","hoan3",,"h","oan",3,"huan3","喜","觀"
4337,"𠆩","hoan3",,"h","oan",3,"huan3","喜","觀"
4338,"販","hoan3",,"h","oan",3,"huan3","喜","觀"
4339,"幻","hoan3",,"h","oan",3,"huan3","喜","觀"
4340,"劣","loat4",,"l","oat",4,"luat4","柳","觀"
4341,"撥","poat4",,"p","oat",4,"puat4","邊","觀"
4342,"鉢","poat4",,"p","oat",4,"puat4","邊","觀"
4343,"砵","poat4",,"p","oat",4,"puat4","邊","觀"
4344,"般","poat4",,"p","oat",4,"puat4","邊","觀"
4345,"适","koat4",,"k","oat",4,"kuat4","求","觀"
4346,"𠄑","koat4",,"k","oat",4,"kuat4","求","觀"
4347,"佸","koat4",,"k","oat",4,"kuat4","求","觀"
4348,"活","koat4",,"k","oat",4,"kuat4","求","觀"
4349,"刮","koat4",,"k","oat",4,"kuat4","求","觀"
4350,"括","koat4",,"k","oat",4,"kuat4","求","觀"
4351,"聒","koat4",,"k","oat",4,"kuat4","求","觀"
4352,"趏","koat4",,"k","oat",4,"kuat4","求","觀"
4353,"赽","koat4",,"k","oat",4,"kuat4","求","觀"
4354,"刔","koat4",,"k","oat",4,"kuat4","求","觀"
4355,"抉","koat4",,"k","oat",4,"kuat4","求","觀"
4356,"決","koat4",,"k","oat",4,"kuat4","求","觀"
4357,"决","koat4",,"k","oat",4,"kuat4","求","觀"
4358,"𢎹","koat4",,"k","oat",4,"kuat4","求","觀"
4359,"玦","koat4",,"k","oat",4,"kuat4","求","觀"
4360,"𣅡","koat4",,"k","oat",4,"kuat4","求","觀"
4361,"訣","koat4",,"k","oat",4,"kuat4","求","觀"
4362,"𦯊","koat4",,"k","oat",4,"kuat4","求","觀"
4363,"駃","koat4",,"k","oat",4,"kuat4","求","觀"
4364,"鴂","koat4",,"k","oat",4,"kuat4","求","觀"
4365,"鴃","koat4",,"k","oat",4,"kuat4","求","觀"
4366,"鵙","koat4",,"k","oat",4,"kuat4","求","觀"
4367,"譎","koat4",,"k","oat",4,"kuat4","求","觀"
4368,"闕","khoat4",,"kh","oat",4,"khuat4","去","觀"
4369,"闋","khoat4",,"kh","oat",4,"khuat4","去","觀"
4370,"闊","khoat4",,"kh","oat",4,"khuat4","去","觀"
4371,"濶","khoat4",,"kh","oat",4,"khuat4","去","觀"
4372,"觼","khoat4",,"kh","oat",4,"khuat4","去","觀"
4373,"觖","khoat4",,"kh","oat",4,"khuat4","去","觀"
4374,"缺","khoat4",,"kh","oat",4,"khuat4","去","觀"
4375,"𡙇","khoat4",,"kh","oat",4,"khuat4","去","觀"
4376,"𠄌","khoat4",,"kh","oat",4,"khuat4","去","觀"
4377,"厥","khoat4",,"kh","oat",4,"khuat4","去","觀"
4378,"蕨","khoat4",,"kh","oat",4,"khuat4","去","觀"
4379,"劂","khoat4",,"kh","oat",4,"khuat4","去","觀"
4380,"撅","khoat4",,"kh","oat",4,"khuat4","去","觀"
4381,"瘚","khoat4",,"kh","oat",4,"khuat4","去","觀"
4382,"蹶","khoat4",,"kh","oat",4,"khuat4","去","觀"
4383,"蹷","khoat4",,"kh","oat",4,"khuat4","去","觀"
4384,"𥕲","khoat4",,"kh","oat",4,"khuat4","去","觀"
4385,"橛","khoat4",,"kh","oat",4,"khuat4","去","觀"
4386,"橜","khoat4",,"kh","oat",4,"khuat4","去","觀"
4387,"𠢤","khoat4",,"kh","oat",4,"khuat4","去","觀"
4388,"掇","toat4",,"t","oat",4,"tuat4","地","觀"
4389,"惙","toat4",,"t","oat",4,"tuat4","地","觀"
4390,"裰","toat4",,"t","oat",4,"tuat4","地","觀"
4391,"綴","toat4",,"t","oat",4,"tuat4","地","觀"
4392,"剟","toat4",,"t","oat",4,"tuat4","地","觀"
4393,"輟","toat4",,"t","oat",4,"tuat4","地","觀"
4394,"逫","toat4",,"t","oat",4,"tuat4","地","觀"
4395,"䟾","toat4",,"t","oat",4,"tuat4","地","觀"
4396,"䞵","toat4",,"t","oat",4,"tuat4","地","觀"
4397,"錣","toat4",,"t","oat",4,"tuat4","地","觀"
4398,"啜","toat4",,"t","oat",4,"tuat4","地","觀"
4399,"涰","toat4",,"t","oat",4,"tuat4","地","觀"
4400,"叭","phoat4",,"ph","oat",4,"phuat4","頗","觀"
4401,"㗶","phoat4",,"ph","oat",4,"phuat4","頗","觀"
4402,"潑","phoat4",,"ph","oat",4,"phuat4","頗","觀"
4403,"癹","phoat4",,"ph","oat",4,"phuat4","頗","觀"
4404,"鏺","phoat4",,"ph","oat",4,"phuat4","頗","觀"
4405,"脫","thoat4",,"th","oat",4,"thuat4","他","觀"
4406,"侻","thoat4",,"th","oat",4,"thuat4","他","觀"
4407,"稅","thoat4",,"th","oat",4,"thuat4","他","觀"
4408,"說","thoat4",,"th","oat",4,"thuat4","他","觀"
4409,"𤿫","thoat4",,"th","oat",4,"thuat4","他","觀"
4410,"梲","choat4",,"ch","oat",4,"tsuat4","曾","觀"
4411,"拙","choat4",,"ch","oat",4,"tsuat4","曾","觀"
4412,"茁","choat4",,"ch","oat",4,"tsuat4","曾","觀"
4413,"雪","soat4",,"s","oat",4,"suat4","時","觀"
4414,"䨮","soat4",,"s","oat",4,"suat4","時","觀"
4415,"說","soat4",,"s","oat",4,"suat4","時","觀"
4416,"𠞯","soat4",,"s","oat",4,"suat4","時","觀"
4417,"刷","soat4",,"s","oat",4,"suat4","時","觀"
4418,"穵","qoat4",,"q","oat",4,"uat4","英","觀"
4419,"𡴭","qoat4",,"q","oat",4,"uat4","英","觀"
4420,"軋","qoat4",,"q","oat",4,"uat4","英","觀"
4421,"捾","qoat4",,"q","oat",4,"uat4","英","觀"
4422,"斡","qoat4",,"q","oat",4,"uat4","英","觀"
4423,"䯉","qoat4",,"q","oat",4,"uat4","英","觀"
4424,"抹","boat4",,"b","oat",4,"buat4","門","觀"
4425,"秣","boat4",,"b","oat",4,"buat4","門","觀"
4426,"𤿗","boat4",,"b","oat",4,"buat4","門","觀"
4427,"歠","chhoat4",,"chh","oat",4,"tshuat4","出","觀"
4428,"𤿵","chhoat4",,"chh","oat",4,"tshuat4","出","觀"
4429,"啜","chhoat4",,"chh","oat",4,"tshuat4","出","觀"
4430,"撮","chhoat4",,"chh","oat",4,"tshuat4","出","觀"
4431,"繓","chhoat4",,"chh","oat",4,"tshuat4","出","觀"
4432,"襊","chhoat4",,"chh","oat",4,"tshuat4","出","觀"
4433,"蕞","chhoat4",,"chh","oat",4,"tshuat4","出","觀"
4434,"法","hoat4",,"h","oat",4,"huat4","喜","觀"
4435,"灋","hoat4",,"h","oat",4,"huat4","喜","觀"
4436,"佱","hoat4",,"h","oat",4,"huat4","喜","觀"
4437,"發","hoat4",,"h","oat",4,"huat4","喜","觀"
4438,"髮","hoat4",,"h","oat",4,"huat4","喜","觀"
4439,"鑾","loan5",,"l","oan",5,"luan5","柳","觀"
4440,"鸞","loan5",,"l","oan",5,"luan5","柳","觀"
4441,"巒","loan5",,"l","oan",5,"luan5","柳","觀"
4442,"欒","loan5",,"l","oan",5,"luan5","柳","觀"
4443,"灓","loan5",,"l","oan",5,"luan5","柳","觀"
4444,"攣","loan5",,"l","oan",5,"luan5","柳","觀"
4445,"戀","loan5",,"l","oan",5,"luan5","柳","觀"
4446,"孌","loan5",,"l","oan",5,"luan5","柳","觀"
4447,"𠠪","loan5",,"l","oan",5,"luan5","柳","觀"
4448,"曫","loan5",,"l","oan",5,"luan5","柳","觀"
4449,"弁","poan5",,"p","oan",5,"puan5","邊","觀"
4450,"拚","poan5",,"p","oan",5,"puan5","邊","觀"
4451,"䒪","poan5",,"p","oan",5,"puan5","邊","觀"
4452,"胖","poan5",,"p","oan",5,"puan5","邊","觀"
4453,"蹣","poan5",,"p","oan",5,"puan5","邊","觀"
4454,"般","poan5",,"p","oan",5,"puan5","邊","觀"
4455,"槃","poan5",,"p","oan",5,"puan5","邊","觀"
4456,"磐","poan5",,"p","oan",5,"puan5","邊","觀"
4457,"盤","poan5",,"p","oan",5,"puan5","邊","觀"
4458,"鎜","poan5",,"p","oan",5,"puan5","邊","觀"
4459,"鞶","poan5",,"p","oan",5,"puan5","邊","觀"
4460,"瘢","poan5",,"p","oan",5,"puan5","邊","觀"
4461,"媻","poan5",,"p","oan",5,"puan5","邊","觀"
4462,"權","koan5",,"k","oan",5,"kuan5","求","觀"
4463,"鬈","koan5",,"k","oan",5,"kuan5","求","觀"
4464,"婘","koan5",,"k","oan",5,"kuan5","求","觀"
4465,"拳","khoan5",,"kh","oan",5,"khuan5","去","觀"
4466,"惓","khoan5",,"kh","oan",5,"khuan5","去","觀"
4467,"圈","khoan5",,"kh","oan",5,"khuan5","去","觀"
4468,"𤷄","khoan5",,"kh","oan",5,"khuan5","去","觀"
4469,"團","toan5",,"t","oan",5,"tuan5","地","觀"
4470,"漙","toan5",,"t","oan",5,"tuan5","地","觀"
4471,"慱","toan5",,"t","oan",5,"tuan5","地","觀"
4472,"摶","toan5",,"t","oan",5,"tuan5","地","觀"
4473,"䊜","toan5",,"t","oan",5,"tuan5","地","觀"
4474,"傳","thoan5",,"th","oan",5,"thuan5","他","觀"
4475,"椽","thoan5",,"th","oan",5,"thuan5","他","觀"
4476,"全","choan5",,"ch","oan",5,"tsuan5","曾","觀"
4477,"佺","choan5",,"ch","oan",5,"tsuan5","曾","觀"
4478,"牷","choan5",,"ch","oan",5,"tsuan5","曾","觀"
4479,"泉","choan5",,"ch","oan",5,"tsuan5","曾","觀"
4480,"撋","joan5",,"j","oan",5,"juan5","入","觀"
4481,"㨎","joan5",,"j","oan",5,"juan5","入","觀"
4482,"旋","soan5",,"s","oan",5,"suan5","時","觀"
4483,"漩","soan5",,"s","oan",5,"suan5","時","觀"
4484,"㳬","soan5",,"s","oan",5,"suan5","時","觀"
4485,"璇","soan5",,"s","oan",5,"suan5","時","觀"
4486,"璿","soan5",,"s","oan",5,"suan5","時","觀"
4487,"𢭀","soan5",,"s","oan",5,"suan5","時","觀"
4488,"丸","qoan5",,"q","oan",5,"uan5","英","觀"
4489,"紈","qoan5",,"q","oan",5,"uan5","英","觀"
4490,"芄","qoan5",,"q","oan",5,"uan5","英","觀"
4491,"袁","qoan5",,"q","oan",5,"uan5","英","觀"
4492,"猿","qoan5",,"q","oan",5,"uan5","英","觀"
4493,"轅","qoan5",,"q","oan",5,"uan5","英","觀"
4494,"園","qoan5",,"q","oan",5,"uan5","英","觀"
4495,"萑","qoan5",,"q","oan",5,"uan5","英","觀"
4496,"莞","qoan5",,"q","oan",5,"uan5","英","觀"
4497,"畹","qoan5",,"q","oan",5,"uan5","英","觀"
4498,"員","qoan5",,"q","oan",5,"uan5","英","觀"
4499,"完","qoan5",,"q","oan",5,"uan5","英","觀"
4500,"𡷡","qoan5",,"q","oan",5,"uan5","英","觀"
4501,"𢄙","qoan5",,"q","oan",5,"uan5","英","觀"
4502,"圓","qoan5",,"q","oan",5,"uan5","英","觀"
4503,"慲","boan5",,"b","oan",5,"buan5","門","觀"
4504,"蹣","boan5",,"b","oan",5,"buan5","門","觀"
4505,"䊟","boan5",,"b","oan",5,"buan5","門","觀"
4506,"顢","boan5",,"b","oan",5,"buan5","門","觀"
4507,"瞞","boan5",,"b","oan",5,"buan5","門","觀"
4508,"元","goan5",,"g","oan",5,"guan5","語","觀"
4509,"刓","goan5",,"g","oan",5,"guan5","語","觀"
4510,"邧","goan5",,"g","oan",5,"guan5","語","觀"
4511,"頑","goan5",,"g","oan",5,"guan5","語","觀"
4512,"黿","goan5",,"g","oan",5,"guan5","語","觀"
4513,"原","goan5",,"g","oan",5,"guan5","語","觀"
4514,"源","goan5",,"g","oan",5,"guan5","語","觀"
4515,"嫄","goan5",,"g","oan",5,"guan5","語","觀"
4516,"騵","goan5",,"g","oan",5,"guan5","語","觀"
4517,"螈","goan5",,"g","oan",5,"guan5","語","觀"
4518,"船","chhoan5",,"chh","oan",5,"tshuan5","出","觀"
4519,"舡","chhoan5",,"chh","oan",5,"tshuan5","出","觀"
4520,"環","hoan5",,"h","oan",5,"huan5","喜","觀"
4521,"儇","hoan5",,"h","oan",5,"huan5","喜","觀"
4522,"圜","hoan5",,"h","oan",5,"huan5","喜","觀"
4523,"寰","hoan5",,"h","oan",5,"huan5","喜","觀"
4524,"㶎","hoan5",,"h","oan",5,"huan5","喜","觀"
4525,"擐","hoan5",,"h","oan",5,"huan5","喜","觀"
4526,"糫","hoan5",,"h","oan",5,"huan5","喜","觀"
4527,"還","hoan5",,"h","oan",5,"huan5","喜","觀"
4528,"闤","hoan5",,"h","oan",5,"huan5","喜","觀"
4529,"鐶","hoan5",,"h","oan",5,"huan5","喜","觀"
4530,"鬟","hoan5",,"h","oan",5,"huan5","喜","觀"
4531,"帆","hoan5",,"h","oan",5,"huan5","喜","觀"
4532,"竼","hoan5",,"h","oan",5,"huan5","喜","觀"
4533,"墦","hoan5",,"h","oan",5,"huan5","喜","觀"
4534,"璠","hoan5",,"h","oan",5,"huan5","喜","觀"
4535,"燔","hoan5",,"h","oan",5,"huan5","喜","觀"
4536,"膰","hoan5",,"h","oan",5,"huan5","喜","觀"
4537,"磻","hoan5",,"h","oan",5,"huan5","喜","觀"
4538,"蟠","hoan5",,"h","oan",5,"huan5","喜","觀"
4539,"䊩","hoan5",,"h","oan",5,"huan5","喜","觀"
4540,"蹯","hoan5",,"h","oan",5,"huan5","喜","觀"
4541,"藩","hoan5",,"h","oan",5,"huan5","喜","觀"
4542,"蕃","hoan5",,"h","oan",5,"huan5","喜","觀"
4543,"籓","hoan5",,"h","oan",5,"huan5","喜","觀"
4544,"凡","hoan5",,"h","oan",5,"huan5","喜","觀"
4545,"煩","hoan5",,"h","oan",5,"huan5","喜","觀"
4546,"𢶃","hoan5",,"h","oan",5,"huan5","喜","觀"
4547,"繁","hoan5",,"h","oan",5,"huan5","喜","觀"
4548,"蘩","hoan5",,"h","oan",5,"huan5","喜","觀"
4549,"瀿","hoan5",,"h","oan",5,"huan5","喜","觀"
4550,"樊","hoan5",,"h","oan",5,"huan5","喜","觀"
4551,"矾","hoan5",,"h","oan",5,"huan5","喜","觀"
4552,"礬","hoan5",,"h","oan",5,"huan5","喜","觀"
4553,"𩧅","hoan5",,"h","oan",5,"huan5","喜","觀"
4554,"𩾞","hoan5",,"h","oan",5,"huan5","喜","觀"
4555,"㹕","hoan5",,"h","oan",5,"huan5","喜","觀"
4556,"𤛰","hoan5",,"h","oan",5,"huan5","喜","觀"
4557,"垣","hoan5",,"h","oan",5,"huan5","喜","觀"
4558,"桓","hoan5",,"h","oan",5,"huan5","喜","觀"
4559,"𤫐","hoan5",,"h","oan",5,"huan5","喜","觀"
4560,"亂","loan7",,"l","oan",7,"luan7","柳","觀"
4561,"乱","loan7",,"l","oan",7,"luan7","柳","觀"
4562,"薍","loan7",,"l","oan",7,"luan7","柳","觀"
4563,"偄","loan7",,"l","oan",7,"luan7","柳","觀"
4564,"戀","loan7",,"l","oan",7,"luan7","柳","觀"
4565,"叛","poan7",,"p","oan",7,"puan7","邊","觀"
4566,"畔","poan7",,"p","oan",7,"puan7","邊","觀"
4567,"倦","koan7",,"k","oan",7,"kuan7","求","觀"
4568,"惓","koan7",,"k","oan",7,"kuan7","求","觀"
4569,"劵","koan7",,"k","oan",7,"kuan7","求","觀"
4570,"篆","toan7",,"t","oan",7,"tuan7","地","觀"
4571,"緞","toan7",,"t","oan",7,"tuan7","地","觀"
4572,"斷","toan7",,"t","oan",7,"tuan7","地","觀"
4573,"傳","toan7",,"t","oan",7,"tuan7","地","觀"
4574,"伴","phoan7",,"ph","oan",7,"phuan7","頗","觀"
4575,"撰","choan7",,"ch","oan",7,"tsuan7","曾","觀"
4576,"譔","choan7",,"ch","oan",7,"tsuan7","曾","觀"
4577,"饌","choan7",,"ch","oan",7,"tsuan7","曾","觀"
4578,"詮","choan7",,"ch","oan",7,"tsuan7","曾","觀"
4579,"鏇","choan7",,"ch","oan",7,"tsuan7","曾","觀"
4580,"𨨰","joan7",,"j","oan",7,"juan7","入","觀"
4581,"羡","soan7",,"s","oan",7,"suan7","時","觀"
4582,"羨","soan7",,"s","oan",7,"suan7","時","觀"
4583,"𢭀","soan7",,"s","oan",7,"suan7","時","觀"
4584,"鑽","soan7",,"s","oan",7,"suan7","時","觀"
4585,"爰","qoan7",,"q","oan",7,"uan7","英","觀"
4586,"媛","qoan7",,"q","oan",7,"uan7","英","觀"
4587,"瑗","qoan7",,"q","oan",7,"uan7","英","觀"
4588,"湲","qoan7",,"q","oan",7,"uan7","英","觀"
4589,"援","qoan7",,"q","oan",7,"uan7","英","觀"
4590,"褑","qoan7",,"q","oan",7,"uan7","英","觀"
4591,"緩","qoan7",,"q","oan",7,"uan7","英","觀"
4592,"遠","qoan7",,"q","oan",7,"uan7","英","觀"
4593,"愿","goan7",,"g","oan",7,"guan7","語","觀"
4594,"原","goan7",,"g","oan",7,"guan7","語","觀"
4595,"傆","goan7",,"g","oan",7,"guan7","語","觀"
4596,"願","goan7",,"g","oan",7,"guan7","語","觀"
4597,"薍","goan7",,"g","oan",7,"guan7","語","觀"
4598,"范","hoan7",,"h","oan",7,"huan7","喜","觀"
4599,"苭","hoan7",,"h","oan",7,"huan7","喜","觀"
4600,"宦","hoan7",,"h","oan",7,"huan7","喜","觀"
4601,"𠈄","hoan7",,"h","oan",7,"huan7","喜","觀"
4602,"犯","hoan7",,"h","oan",7,"huan7","喜","觀"
4603,"範","hoan7",,"h","oan",7,"huan7","喜","觀"
4604,"軓","hoan7",,"h","oan",7,"huan7","喜","觀"
4605,"𨊠","hoan7",,"h","oan",7,"huan7","喜","觀"
4606,"帆","hoan7",,"h","oan",7,"huan7","喜","觀"
4607,"凡","hoan7",,"h","oan",7,"huan7","喜","觀"
4608,"槵","hoan7",,"h","oan",7,"huan7","喜","觀"
4609,"患","hoan7",,"h","oan",7,"huan7","喜","觀"
4610,"飯","hoan7",,"h","oan",7,"huan7","喜","觀"
4611,"豢","hoan7",,"h","oan",7,"huan7","喜","觀"
4612,"絭","hoan7",,"h","oan",7,"huan7","喜","觀"
4613,"幻","hoan7",,"h","oan",7,"huan7","喜","觀"
4614,"梵","hoan7",,"h","oan",7,"huan7","喜","觀"
4615,"捋","loat8",,"l","oat",8,"luat8","柳","觀"
4616,"埒","loat8",,"l","oat",8,"luat8","柳","觀"
4617,"頱","loat8",,"l","oat",8,"luat8","柳","觀"
4618,"辣","loat8",,"l","oat",8,"luat8","柳","觀"
4619,"犮","poat8",,"p","oat",8,"puat8","邊","觀"
4620,"拔","poat8",,"p","oat",8,"puat8","邊","觀"
4621,"跋","poat8",,"p","oat",8,"puat8","邊","觀"
4622,"鈸","poat8",,"p","oat",8,"puat8","邊","觀"
4623,"軷","poat8",,"p","oat",8,"puat8","邊","觀"
4624,"茇","poat8",,"p","oat",8,"puat8","邊","觀"
4625,"魃","poat8",,"p","oat",8,"puat8","邊","觀"
4626,"𧺺","poat8",,"p","oat",8,"puat8","邊","觀"
4627,"袚","poat8",,"p","oat",8,"puat8","邊","觀"
4628,"𧙄","poat8",,"p","oat",8,"puat8","邊","觀"
4629,"䟦","poat8",,"p","oat",8,"puat8","邊","觀"
4630,"橛","koat8",,"k","oat",8,"kuat8","求","觀"
4631,"橜","koat8",,"k","oat",8,"kuat8","求","觀"
4632,"亅","koat8",,"k","oat",8,"kuat8","求","觀"
4633,"奪","toat8",,"t","oat",8,"tuat8","地","觀"
4634,"絕","choat8",,"ch","oat",8,"tsuat8","曾","觀"
4635,"㿱","soat8",,"s","oat",8,"suat8","時","觀"
4636,"曰","qoat8",,"q","oat",8,"uat8","英","觀"
4637,"悅","qoat8",,"q","oat",8,"uat8","英","觀"
4638,"說","qoat8",,"q","oat",8,"uat8","英","觀"
4639,"閱","qoat8",,"q","oat",8,"uat8","英","觀"
4640,"粵","qoat8",,"q","oat",8,"uat8","英","觀"
4641,"戉","qoat8",,"q","oat",8,"uat8","英","觀"
4642,"鉞","qoat8",,"q","oat",8,"uat8","英","觀"
4643,"越","qoat8",,"q","oat",8,"uat8","英","觀"
4644,"樾","qoat8",,"q","oat",8,"uat8","英","觀"
4645,"末","boat8",,"b","oat",8,"buat8","門","觀"
4646,"沫","boat8",,"b","oat",8,"buat8","門","觀"
4647,"妺","boat8",,"b","oat",8,"buat8","門","觀"
4648,"韈","boat8",,"b","oat",8,"buat8","門","觀"
4649,"襪","boat8",,"b","oat",8,"buat8","門","觀"
4650,"袜","boat8",,"b","oat",8,"buat8","門","觀"
4651,"月","goat8",,"g","oat",8,"guat8","語","觀"
4652,"仴","goat8",,"g","oat",8,"guat8","語","觀"
4653,"刖","goat8",,"g","oat",8,"guat8","語","觀"
4654,"岄","goat8",,"g","oat",8,"guat8","語","觀"
4655,"軏","goat8",,"g","oat",8,"guat8","語","觀"
4656,"鈅","goat8",,"g","oat",8,"guat8","語","觀"
4657,"乏","hoat8",,"h","oat",8,"huat8","喜","觀"
4658,"伐","hoat8",,"h","oat",8,"huat8","喜","觀"
4659,"佸","hoat8",,"h","oat",8,"huat8","喜","觀"
4660,"𠈲","hoat8",,"h","oat",8,"huat8","喜","觀"
4661,"活","hoat8",,"h","oat",8,"huat8","喜","觀"
4662,"𦨯","hoat8",,"h","oat",8,"huat8","喜","觀"
4663,"筏","hoat8",,"h","oat",8,"huat8","喜","觀"
4664,"閥","hoat8",,"h","oat",8,"huat8","喜","觀"
4665,"栰","hoat8",,"h","oat",8,"huat8","喜","觀"
4666,"罰","hoat8",,"h","oat",8,"huat8","喜","觀"
4667,"晡","poo1",,"p","oo",1,"pou1","邊","沽"
4668,"埔","poo1",,"p","oo",1,"pou1","邊","沽"
4669,"㭪","poo1",,"p","oo",1,"pou1","邊","沽"
4670,"䈬","poo1",,"p","oo",1,"pou1","邊","沽"
4671,"沽","koo1",,"k","oo",1,"kou1","求","沽"
4672,"酤","koo1",,"k","oo",1,"kou1","求","沽"
4673,"枯","koo1",,"k","oo",1,"kou1","求","沽"
4674,"蛄","koo1",,"k","oo",1,"kou1","求","沽"
4675,"骷","koo1",,"k","oo",1,"kou1","求","沽"
